Name,Experiences,Skills,Educations,Disqualified,Total_Experience_Years
Candidate 121,Lead Mobile Engineer at Clevertech (Mar 2023 to Sep 2023)  | Engineer at Clevertech (Mar 2023 to Nov 2023)  | Senior Software Engineer at FabFitFun (Feb 2023 to N/A)  | Senior Software Engineer at HOVER (Oct 2021 to Jun 2022)  | Lead Mobile Engineer at Paway (Dec 2020 to Jun 2022)  | Senior Software Engineer at FabFitFun (Feb 2019 to Feb 2020)  | Lead Mobile Engineer at Viome (Aug 2018 to Mar 2023)  | Senior Mobile Engineer at Pen Pals (Jul 2018 to Feb 2019)  | Senior Software Architect at DSC Logistics (Feb 2018 to Sep 2019)  | Senior Software Engineer at Adistec (Nov 2016 to Feb 2018)  | Senior Software Engineer at JPMorgan Chase & Co. (Mar 2015 to Nov 2016)  | Software Engineer at The Walt Disney (Jan 2014 to Mar 2015),['none'],Engineer'S Degree Computer Science at National University of La Matanza (Mar 2012 to Dec 2019)  | Master Applied Economics at Universidad Argentina de la Empresa (N/A to Mar 2021),Yes,17.0
Candidate 122,Engineer at Scotiabank Perú (Mar 2023 to N/A)  | Engineer at Indra (Aug 2022 to Feb 2023)  | Engineer at NTT DATA Europe & Latam (Nov 2020 to Aug 2022)  | Developer at ZnerG IT Consulting (Aug 2020 to Nov 2020)  | Developer at Indra (Nov 2018 to Aug 2020)  | Full Stack Developer at Corporativo Overall (Jan 2018 to Nov 2018)  | Full Stack Engineer at ALIGNET (Jan 2017 to Dec 2017)  | Full Stack Developer at Coolbox Perú (Oct 2016 to Dec 2016)  | Technical Assistant at Media Networks (Jan 2016 to Sep 2016)  | Assistant Technician at Financiera ProEmpresa (Jul 2013 to May 2016),['none'],Associate'S Degree Computer Technology at ISIL Aprende Haciendo (Mar 2009 to Jul 2011)  | High School Diploma High School/Secondary Certificate Programs at Colegio Bryce Arequipa (Mar 2003 to Dec 2005)  | Secondary Certificate  at Liceo Naval German Astete (Mar 1994 to Dec 2000),Yes,11.42
Candidate 123,Senior Frontend Engineer at Nova Friburgo (Jan 2023 to Dec 2024)  | Senior Software Engineer at  (Jan 2021 to Dec 2022)  | Senior Full Stack Engineer at RG Sistemas (Jan 2020 to Dec 2021)  | Senior Full Stack Developer at  (Jan 2019 to Dec 2020)  | Technical Lead at  (Jan 2019 to Dec 2020)  | Android Developer at  (Jan 2018 to Dec 2019)  | Senior Front End Developer at  (Jan 2018 to Dec 2020)  | Developer at CREATORSNEVERDIE (Jan 2018 to Dec 2019)  | Senior Ios at  (Jan 2017 to Dec 2019)  | Robotics Teacher at New Fribourg (Jan 2016 to Dec 2017)  | Web Development Teacher at Rio de Janeiro (Jan 2015 to Dec 2019),['none'],Technician of Information Engineering Computer Science at Federal Center for Technological Education of Rio de Janeiro (Jan 2009 to Dec 2015),Yes,26.08
Candidate 124,Software Engineer at Segmed (Nov 2021 to N/A)  | Back End Developer at BairesDev (Aug 2021 to Nov 2021)  | Back End Developer at Lumina Software (Jan 2021 to Aug 2021)  | Full Stack Engineer at Unión Mexicana del Norte (Jan 2014 to Jan 2021)  | System Analyst at IEST - RED DE UNIVERSIDADES ANÁHUAC (Oct 2012 to Dec 2013)  | Developer Junior at ObjectWave (Feb 2011 to Oct 2012),['none'],Master Finance at Universidad Anáhuac México Norte (Jan 2016 to Jan 2018)  | Bachelor Computer and Information Sciences at Instituto Tecnológico de Ciudad Madero (Jan 2007 to Jan 2012),Yes,13.75
Candidate 125,"Developer at Svitla Systems (Oct 2023 to Jun 2024)  | Developer at InnovaWard (Mar 2023 to Jun 2023)  | Senior Developer and Product Owner at 3HBC (Jun 2022 to Mar 2023)  | Developer at Everbridge (Dec 2021 to May 2022)  | Lead Ios Developer at Davila Tax Services (Mar 2020 to Dec 2021)  | Senior Mobile Developer at VeraCitrus (Aug 2019 to Mar 2020)  | Senior Mobile Developer at Helpi (Oct 2018 to Aug 2019)  | Senior Web and Developer at InnovaWard (Jan 2017 to Oct 2018)  | Senior Ios Developer at HiMommy (Feb 2016 to Jan 2017)  | Software Manager and Lead Ios Developer at Interfactura, SAPI de CV (May 2014 to Feb 2016)  | Mobile Developer at Spactum (Jan 2005 to May 2014)  | Software Developer at TECNOLÓGICO DE MONTERREY (Jan 1998 to Jan 2005)",['none'],"Profesor Formación Y Desarrollo Profesional De Profesorado, Niveles Y Métodos Específicos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Cursos Básico, Medio Y Avanzado De Administración De Proyectos, Gestión De Proyectos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Maestría, Administración Y Gestión De Empresas, General at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2001)  | Bachelor Sistemas Inteligentes at Monterrey Institute of Technology and Higher Education (Jan 1995 to Jan 1997)  |  Ingeniero, Sistemas Electrónicos at Monterrey Institute of Technology and Higher Education (Jan 1993 to Jan 1997)",Yes,26.0
Candidate 126,Software Engineer at Nubank (Mar 2022 to N/A)  | Ios Developer at PicPay (Jul 2020 to Mar 2022)  | Ios Developer at PremierSoft (Jan 2020 to Jul 2020)  | Ios Developer at Apple Developer Academy | UFPE (Jan 2018 to Jan 2020),['none'],Computer Science at Federal University of Pernambuco (Mar 2016 to Mar 2020),Yes,6.92
Candidate 127,Engineer at PicPay (Oct 2023 to Apr 2024)  | Co-Founder at Rover Labs (Feb 2021 to Jul 2022)  | Developer at Elixxir (Dec 2018 to Aug 2023)  | Developer at Supercharge (Aug 2016 to Dec 2018)  | Developer at Mesa Mobile Thinking (Aug 2015 to Feb 2016)  | Junior Developer at HOTLINK | Internet & Data Center (Dec 2014 to Apr 2015),['none'],Bachelor of Science Computer Science at Estácio (Jan 2019 to Dec 2023)  | Bachelor of Science Computer Science at Federal University of Pernambuco (N/A to Jan 2014),Yes,9.75
Candidate 128,Developer at Grupo Salinas (Aug 2018 to Aug 2020)  | Developer at Anzen Digital (Dec 2016 to Apr 2018)  | Operations Specialist at Deloitte México (Jul 2015 to Dec 2015)  | Junior Developer at Elka Soluciones México (Apr 2013 to Mar 2015),['none'],Computer Software Engineering at Universidad Tecnológica de México (Jan 2012 to Jan 2015),Yes,5.67
Candidate 129,Developer at Banco Itaú (Nov 2022 to N/A)  | Mobile Tech Lead at IBM (Sep 2021 to Oct 2022)  | Technical Lead at Mobo Cupons (Oct 2020 to Nov 2021)  | Mobile Tech Lead at Dragon Venture Capital (Sep 2019 to Aug 2020)  | Developer at CWI Software (Sep 2018 to Sep 2019)  | Xamarin Developer at Numeria Informática (Jun 2018 to Sep 2018)  | Professor at TargetTrust - Treinamento e Tecnologia (Apr 2015 to Apr 2015)  | Developer at ZAP Imóveis (Dec 2014 to Jun 2018)  | Ios Developer at Apple Developer Academy (Nov 2013 to Dec 2014),['none'],"Information Technology Project Management at Beedie School of Business (Mar 2023 to May 2024)  |  Superior Em Análise E Desenvolvimento De Sistemas, Ti at Universidade Luterana do Brasil (Jan 2011 to Jan 2013)",Yes,11.0
Candidate 130,Senior Software Engineer at  (Jan 2021 to N/A)  | Senior Software Engineer at  (Jan 2020 to N/A)  | Full Stack Developer at  (Jan 2018 to Dec 2020)  | Javascript Developer at  (Jan 2016 to Dec 2020)  | Developer at Tom Comunicação (Jan 2011 to Dec 2016)  | Fullstack Developer at Sapien Interactive (Jan 2007 to Dec 2011)  | Unibh at Formação acadêmica (Jan 2006 to Dec 2008),['none'],Information Technology at Udacity Brasil (Jan 2016 to Dec 2018)  |  Information Technology at Udemy Academy (Jan 2014 to Dec 2018)  |   at Visualizado por Sofia Garin (N/A to Aug 2024),Yes,30.42
Candidate 131,App Developer at Intetics (Nov 2019 to Jul 2023)  | App Developer at Hepsiburada (NASDAQ: HEPS) (Jan 2019 to May 2019)  | Developer at GreyLoud (Sep 2018 to Dec 2019)  | Developer at Medical Startup (Jan 2017 to Apr 2018)  | Devops( 250 Pcs. + 8 Srv Linux И Win at Schmitz Cargobull AG (Jan 2010 to Dec 2016)  | Network Technician at Xorex-Service (Jan 2003 to Jan 2004),['none'],"Ios Developer at Irina Pacino: iOS Development Course (Jan 2016 to Jan 2016)  |  Gamification at Coursera (Jan 2015 to Jan 2015)  |  Web Developer at Southern Arizona Community Academy (Jan 2012 to Jan 2013)  | Bachelor of Engineering Systems and Networks at Belarusian State University of Informatics and Radioelectronics (Jan 2005 to Jan 2007)  | Bachelor of Engineering Production at BSUIR Affiliate ""Minsk Radioengineering College"" (Jan 2001 to Jan 2005)",Yes,7.17
Candidate 132,Software Engineer and Developer at Mercado Libre (Jun 2023 to Mar 2024)  | Developer at Freelance (Oct 2022 to Jul 2023)  | Developer and Net Developer at HexaSystems (Aug 2021 to Jul 2022)  | Software Developer at Achilles Group (Jul 2020 to Jul 2021)  | Developer and Net Developer at HexaSystems (May 2019 to Jun 2020)  | Software Developer at Majorel Iberia & LatAm (Feb 2018 to Apr 2019)  | Software Development Lead at HexaSystems (Feb 2017 to Dec 2017)  | Application Developer at IBM (Jun 2016 to Sep 2016)  | Senior Software Developer at MENPET (Oct 2009 to Mar 2016)  | Senior Software Developer and Team Lead at Seijas & Seijas Investigaciones Estadisticas (Feb 2006 to May 2016)  | Analyst at PDVSA Petroleos de Venezuela S.A. (Jan 2003 to May 2004),['none'],Engineering and Information Technologies at Santiago Mariño Polytechnic University Institute (Jan 2009 to Jan 2013),Yes,24.75
Candidate 133,Associate Project Manager at ICI-T Computer Institute (Sep 2023 to N/A)  | Sap Test Lead at Krish IT Solution (Jan 2022 to Nov 2022)  | Sap Test Lead at Krishi IT Solutions (Jan 2022 to Nov 2022)  | Test Lead - Sap at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Team Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Senior Test Engineer at L&T InfoTech (Jun 2017 to Jul 2020)  | Senior Test Engineer at LTI (L&T InfoTech) (Jun 2017 to Jul 2020)  | Consultant at TATA Technologies (Jul 2014 to Sep 2016)  | Consultant at TATA TECHNOLOGIES (Jul 2014 to Sep 2016)  | Senior Process Executive at Infosys (Oct 2012 to Dec 2013)  | Sap Consultant at Shalom ERP Technologies Solution (Jan 2008 to Oct 2012)  | Sap Test Consultant at Shalom ERP Technologies (Jan 2008 to Oct 2012)  | Associate Project Manager at Computer Faculty (Aug 2005 to Jul 2007)  | Faculty at ICI-T Computer Institute (Aug 2005 to Jul 2007),['quality assurance'],Bachelor of Commerce  at R.S. Mundle Dharmpeth Arts and Commerce College (N/A to Dec 2002)  | Master Management at Lokmanya Tilak College of Engineering (N/A to Dec 2005),Yes,27.5
Candidate 134,Regional Information Technology Support Manager at AGESA (Feb 2024 to N/A)  | Staff at Lösung (Sep 2021 to Mar 2023),"['software development', 'quality assurance', 'javascript']",None,Yes,2.33
Candidate 135,Test Developer Intern at SiDi (May 2023 to Dec 2023)  | Frontend Developer Intern at Stepwise (Nov 2022 to Apr 2023)  | Full Stack Developer at PET Computação - ICMC (Jan 2022 to Dec 2023),['none'],Bachelor of Computer Science  at University of São Paulo (N/A to N/A),Yes,2.92
Candidate 136,Assistant Professor at Chhattisgarh Swami Vivekanand Technical University (Oct 2017 to Jul 2018)  | Mobile Test Engineer at Xiaomi Technologies (May 2016 to Oct 2017)  | Human Resource Manager at Ballona Delivery Services (Jan 2012 to Dec 2015)  | Test Engineer at Marquis Technologies Santiago (Dec 2010 to Aug 2016)  | Assistant Professor at MM College Of Technology (Jan 2010 to Dec 2012)  | Lecturer at Institute Of Technology (Jul 2009 to Dec 2009),['quality assurance'],Master of Technology Electronics and Communication Engineering at Indian Institutes of Technology (N/A to N/A)  | Bachelor of Engineering Electronics at Chhattisgarh Swami Vivekanand Technical University (N/A to N/A)  | Post Graduate Business Administration at Symbiosis Society (N/A to N/A),Yes,15.08
Candidate 137,Proyecto at INGENIERO DE Ayni Consultora (Jan 2017 to N/A)  | Ingeniero De at Del Pino Ingenieros (Jan 2011 to Dec 2012)  | Proyecto - Responsable at ITO (Jan 2009 to Dec 2010)  | Integrante Comisión Departamento at INGENIERO CIVIL Universidad Católica del Norte (Jan 2007 to N/A),['none'],Diploma Diplomado En Inspección Técnica De Obras at 2024 Instituto Euskadi (Jan 2001 to Dec 2010)  | Educación Media at BÁSICA Antofagasta (Jan 1997 to Dec 2000)  | Educación Gerencia En Sistema Integrado De Gestión at Catholic University of the North (Jan 1988 to Dec 1996)  | Diploma  at 2024 Corporación Internacional (N/A to N/A)  | Diploma Diplomado En Gestión Cultural Comunitaria at 2024 Universidad de Chile (N/A to N/A)  | Título Ingeniero Civil at 2024 Universidad Católica del Norte (N/A to Dec 2011)  | Diploma Diplomado En Gestión De Calidad at Catholic University of the North (N/A to Dec 2011),Yes,29.67
Candidate 138,Project Lead at TECNOCOM CHILE (Jan 2017 to N/A)  | Pmo Qa at CORPORACION BANCOESTADO (Jan 2009 to Jul 2013)  | Lead Developed and Pm Area at CONSORCIO Bank (Jan 2006 to N/A)  | Cqe Engineer Analyst at Infosys Consulting T.I (Jan 1982 to N/A)  | Systems Engineer at Secundary Education (Jan 1982 to Dec 1988)  | Quality Assurance Engineer at TATA Consulting Chile (N/A to N/A)  | Quality Assurance Engineer Automation at Smart Start Technology (N/A to N/A),['none'],None,Yes,81.17
Candidate 139,Sap Quality Assurance Analyst at TestGroup (Dec 2022 to N/A)  | Sap Quality Assurance Analyst at Verity Consulting (Oct 2021 to Nov 2022)  | Sap Functional Analyst at Cintac SAIC (Oct 2020 to May 2021)  | Sap Sd Junior Consultant at Goplicity (Jan 2020 to Jun 2020)  | Process Engineer at HELP DESK (Jan 2015 to Jan 2016)  | Roles and Profiles Analyst at E D UC A TI ON (Jun 2012 to Jan 2015),"['software development', 'quality assurance', 'javascript', 'qa automation']",None,Yes,7.67
Candidate 140,Quality Assurance Analyst at 42 Labs (N/A to N/A)  | Quality Assurance Analyst at ValpoSystems (N/A to N/A)  | Quality Assurance Analyst at Funtional Test (N/A to N/A),['qa automation'],Software Engineer at Duoc UC (Jan 2017 to Dec 2020),Yes,0.0
Candidate 141,Senior Quality Assurance Engineer at DigitalOcean (Mar 2023 to N/A)  | Lead Quality Assurance Engineer at Spekit (Aug 2018 to Feb 2023)  | Tester at Scale.AI (Apr 2017 to Aug 2018),['quality assurance'],Bachelor of Science Computer Engineering at Sir Syed University of Engineering and Technology (N/A to N/A),Yes,7.58
Candidate 142,Qa Lead at STARR Companies (Mar 2024 to N/A)  | Quality Assurance Engineer at Prey (Aug 2023 to Feb 2024)  | Ingeniero Qa at Cencosud (Sep 2020 to Dec 2020)  | Ingeniero Qa at Banco Estado (Mar 2020 to Sep 2020)  | Líder Qa at Sermaluc (Mar 2019 to Dec 2019)  | Qa Automatizador at Banco Santander (Jun 2018 to Mar 2019)  | Analista Desarrollador Bi at Rayen Salud (Jun 2015 to Jun 2018)  | Técnico Informático at Comercial Box Technology (May 2013 to May 2015)  | Qa Automatizador Sr at Proyecto Zúrich Santander (May 2011 to Mar 2013)  | Qa Automation Sr at Kibernum (N/A to N/A),"['problem solving', 'javascript']",Ingeniero En Ejecución Informática  at Instituto Profesional AIEP (Jan 2011 to Dec 2016),Yes,10.33
Candidate 143,Qa Lead at Apply Digital (Sep 2022 to N/A)  | Quality Assurance Engineer Automation at Reign (Dec 2019 to Oct 2022)  | Quality Assurance Engineer Automation at Unimarc SMU E-commerce Chile (Jun 2018 to Dec 2019)  | Test Engineer at Metlife Continuous Interaction (Sep 2017 to Jun 2018)  | Test Engineer at Consorcio App (Jan 2017 to Sep 2017)  | Engineer at University of Valparaíso Software (Dec 2015 to Dec 2016)  | Quality Assurance Analyst at Upcom (Nov 2014 to Nov 2015)  | Quality Assurance Analyst at BugFinders (Jan 2014 to Nov 2014),['none'],None,Yes,10.83
Candidate 144,Marketing at RHYTHM / Digital Marketing Agency (Apr 2024 to N/A)  | Conversion Rate Optimization Specialist at INOVA USA / E-commerce brand incubator (Oct 2023 to Jul 2024)  | Marketing Automation Manager at doto.com.mx (N/A to N/A)  | Marketing and Customer Relationship Manager Specialist at ECOMSUR (N/A to N/A),"['digital marketing', 'email marketing', 'marketing automation', 'marketing campaigns']",at Escuela Bancaria y Comercial (Jan 2022 to Jan 2023)  | Bachelor Communication at Entertainment Business Management (Jan 2018 to Dec 2022),Yes,1.42
Candidate 145,Coordinador De Proyectos at SEnTRA Services & Technology (Feb 2017 to Dec 2022)  | Analista Funcional Qa at SEnTRA Services & Technology (Mar 2010 to Sep 2012)  | Analista Qa at SEnTRA Services & Technology (Jul 2009 to Feb 2010)  | Analista Qa at SEnTRA Services & Technology (Mar 2009 to May 2009)  | Analista Funcional Qa at SEnTRA Services & Technology (Jul 2008 to Feb 2009)  | Analista Funcional Qa at SEnTRA Services & Technology (Apr 2008 to Jul 2008),['quality assurance'],Istqb Tester - Foundation Level at University of Chile (Apr 2016 to Jun 2016)  | Certificado N° Ingeniería En Informática at Temuco Catholic University (Mar 2000 to Dec 2006)  | Certificado N° Automatización De Pruebas De Software at ISQI (N/A to Aug 2018)  | Istqb Scrum Master at Foundation Level Extension (N/A to Nov 2018),Yes,9.92
Candidate 146,Quality Assurance Analyst at Telecom Personal S.A (Jul 2023 to N/A)  | Tester at Banco Galicia (Jun 2021 to Jul 2023),"['quality assurance', 'problem solving']",Bachelor Administration and Economics at Westminster School (Connecticut) (N/A to N/A),Yes,3.5
Candidate 147,Associate Quality Assurance Engineer at Moody's ESG Solutions (Jan 2020 to Dec 2022),"['software development', 'quality assurance', 'problem solving', 'attention to detail']",Ingeniera Civil Informática at Pontifical Catholic University of Valparaíso (Jan 2013 to Dec 2019),Yes,2.92
Candidate 148,Lead Generation Specialist at Agencia de Marketing para Doctores (Jan 2023 to Jun 2023)  | E X P E R I E N C I a P R O F E S I O N a L at  (N/A to N/A),['none'],Institución Educativa Distrital at Colombia Adventist University (N/A to N/A),Yes,0.42
Candidate 149,Qa Lead at VZOR (Jan 2024 to May 2024)  | Qa Lead at LEMU (Oct 2022 to Dec 2023)  | Qa Lead at Tecnova (Jun 2022 to Oct 2022)  | Qa Lead at Tricot S.A (Jan 2019 to Feb 2022)  | Quality Assurance Analyst at Tutorial (Jan 2017 to Dec 2018)  | Quality Assurance Analyst at Rhiscom S.A (Jan 2016 to N/A),"['quality assurance', 'problem solving', 'attention to detail', 'organization skills', 'qa automation']",Degree Computer Science and Engineering at Scrum Master (Jan 2014 to Dec 2019)  |  Advanced Programming at University of Santo Tomas Institute of Information and Computing Sciences (N/A to Dec 2019),Yes,15.75
Candidate 150,Quality Assurance Engineer at Trebol (Apr 2023 to Aug 2023)  | Qa Automation at TCS Chile CL (Aug 2022 to Apr 2023)  | Quality Assurance Engineer at TSOFT Chile S.A. CL (May 2022 to Aug 2022)  | Quality Assurance Analyst at Claro Chile S.A. CL (Aug 2019 to May 2022)  | Quality Assurance Analyst at Practia Consulting (May 2017 to Aug 2019),['javascript'],"Computer Engineer at University of Santiago, Chile (Jan 2018 to Dec 2021)  | Certificate Scrum Foundation Professional at CLVSNQVNYY-SSZZQKZV-XHRHTSXCYP (N/A to Dec 2020)",Yes,6.25
Candidate 151,Tsoft Spa / Analista Qa Sr at Banco Consorcio (Mar 2022 to N/A)  | Tata Consultancy at Banco BCI (Jul 2020 to Mar 2022),['none'],Quality Assurement Qa / Diplomado at CIISA (N/A to N/A)  | Ingeniero Informática at Universidad INACAP (N/A to N/A),Yes,4.42
Candidate 152,Senior Software Development Engineer at Evernote (Nov 2022 to N/A)  | Senior Quality Assurance Engineer at A s s u r a n c e S p e c i a l i s t (Aug 2019 to Nov 2022)  | Senior Quality Assurance Engineer at Escuela de Postgrado UPC (Jan 2012 to N/A),"['software development', 'quality assurance']",Bachelor Project Management at Universidad Peruana de Ciencias (N/A to N/A),Yes,18.25
Candidate 153,Business Development Executive at Cabify (Jan 2024 to Jun 2024)  | Business Development Specialist at Nexla (Oct 2023 to Jan 2024)  | Sales Development Representative at Sellerate ™ (Oct 2023 to Jun 2024)  | Data Enrichment Specialist at Sellerate ™ (Sep 2023 to Oct 2023)  | Data Operations at TRM Labs (Jun 2022 to Oct 2023)  | Data Operations at Sellerate ™ (Jun 2022 to Aug 2023)  | Customer Business Specialist at Delgado’s Confectionery (Dec 2019 to May 2022)  | Business Specialist at bazar (Jul 2019 to Nov 2019),['none'],Design at Ada ITW (Apr 2023 to Jul 2023)  | Bachelor Diseño Y Comunicación Visual at University of Palermo (Aug 2021 to Aug 2025),Yes,6.67
Candidate 154,Growth Specialist at Beehive AI (Jan 2024 to N/A)  | Sales Development Representative at SDRmax (Dec 2023 to Jan 2024)  | Customer Success Representative at APS Resources International (Apr 2023 to Dec 2023)  | Sales Development Representative at Dreams Intercâmbios (Jul 2022 to Apr 2023)  | Vendedora at FARM Rio (Dec 2020 to Feb 2022),['none'],None,Yes,3.58
Candidate 155,Business Development Executive at Kenility (May 2024 to N/A)  | Sales Development Representative at Solvo Global (May 2023 to May 2024)  | Telefonista at Nona Bettina (Oct 2021 to Feb 2022)  | Operario at Cerramientos y estructuras (Nov 2019 to Aug 2020)  | Call Center at medical salud (Mar 2019 to May 2019)  | Encargado De Depósito at Distribuidora bicentenario (Nov 2017 to Sep 2018),['none'],Medicine and Sales at National University of Córdoba (Apr 2017 to Apr 2019)  | Bachelor'S Ciencias Naturales at José Manuel estrada (N/A to N/A),Yes,3.67
Candidate 156,Sales Development Representative Latam at Check Point Software Technologies (Jul 2023 to N/A)  | Sustainability Advisor at Tennders (Jan 2023 to Jun 2023)  | Insurance Sales Agent at Jiro y Asociados Agente de Seguros y Fianzas (Jun 2019 to Jul 2023),['none'],Master Business and Innovation at EADA Business School (Oct 2022 to Jun 2023)  | Bachelor International Business at Monterrey Institute of Technology and Higher Education (Aug 2019 to Dec 2023),Yes,5.92
Candidate 157,Tester at Proyecto Personal (Jan 2024 to N/A),"['quality assurance', 'microsoft powerpoint']","Tester Manual, Qa Manual at QA Positives (Jan 2024 to Jan 2024)  |  Estudiante, Ingeniería Informática at Central University of Venezuela (Sep 2016 to May 2018)",Yes,0.92
Candidate 158,Quality Assurance Engineer at Santiago de Chile (Apr 2022 to N/A)  | Quality Assurance Engineer at Automatizador (Apr 2019 to Apr 2022)  | Quality Assurance Engineer at Santiago de Chile (Jun 2018 to Mar 2019)  | Quality Assurance Engineer at Santiago de Chile (Aug 2016 to Apr 2018)  | Support Engineer at Santiago de chile (Apr 2013 to Apr 2016)  | Programmer Analyst at CertiProf (N/A to N/A)  | Quality Assurance Engineer at QA-Nova (N/A to N/A),['javascript'],Master Profesional at Santiago de Chile (May 2021 to Jul 2021)  |  Informatics at Universidad Tecnológica de Chile INACAP (Mar 2011 to Dec 2013)  |   at Santiago de Chile (Mar 2007 to Dec 2009),Yes,11.08
Candidate 159,Quality Assurance Analyst at TCIT (Feb 2023 to Jan 2024)  | Quality Assurance Analyst at ACL (Sep 2022 to Feb 2023)  | Ingeniería En Informática at DUOC UC (Jan 2018 to Dec 2022),['none'],None,Yes,6.25
Candidate 160,Inside Sales Representative at iFood (Nov 2020 to Mar 2022)  | Gestor De Ventas Y Servicios at Velbet Agencia de Seguros (Aug 2017 to Feb 2019)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Mar 2016 to Apr 2017)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Jan 2015 to Mar 2016)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Dec 2013 to Dec 2014),"['business-to-business (b2b)', 'sales processes']","Curso Intensivo De Tele Ventas Y Cobranzas at Colegio Los Nogales (Aug 2020 to Sep 2020)  |  Curso Intensivo De Neuro Ventas at Corporacion Educativa del Prado (Apr 2020 to May 2020)  |  Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras, Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras at Servicio Nacional de Aprendizaje (SENA) (Mar 2013 to Nov 2013)  |  Profesional En Administración De Negocios Y Finanzas Internacionales., Profesional En Administración De Negocios Y Finanzas Internacionales at Remington College (Jan 2012 to Dec 2016)  | Bachillerato  at Lasallian educational institutions (Jan 2004 to Dec 2009)",Yes,6.08
Candidate 161,Tester at Smartraining (May 2023 to Apr 2024)  | Developer at Incubadora de Desafio Latam (Sep 2022 to Dec 2023)  | Tester at Kimche (Jun 2022 to May 2023)  | Tester at Lionbridge Technologies (May 2015 to Mar 2022),"['javascript', 'react.js']","Master Full Stack Developer at Fullstack Academy (Dec 2021 to Apr 2022)  | Master Education at Andrés Bello National University (Mar 2019 to Mar 2021)  |  Design at Andrés Bello National University (Mar 2016 to Dec 2016)  |  English and Portuguese at University of Santiago, Chile (Mar 2009 to Dec 2013)",Yes,9.92
Candidate 162,Analista Qa at METODOLOGÍA ÁGIL (Feb 2022 to Jan 2024)  | Banco Internacional at  (Sep 2014 to Aug 2019)  | Analista Qa at  (Feb 2013 to Sep 2014)  | Analista Qa at RED GLOBAL (Jul 2012 to Oct 2012),['quality assurance'],Diploma En Gestion Agil De Proyectos at Intituto Profesional Aiep (N/A to Dec 2012),Yes,8.67
Candidate 163,Account Manager at The Knot Worldwide (Jun 2023 to Jun 2024)  | Consultora Comercial at BAG (Feb 2022 to Dec 2022)  | Ejecutiva De Cuentas Corporativas at MPS MAYORISTA DE COLOMBIA (Sep 2018 to Mar 2019),['none'],Bachiller Académico Social at Colegio Maria Auxiliadora de Chía (N/A to Dec 2008),No,2.33
Candidate 164,Sales Executive at The Call Gurus (Feb 2024 to N/A)  | Business Development Associate at Allied Logistics Partners (Sep 2023 to Apr 2024)  | Business Development Representative at Allied Logistics Partners (Mar 2021 to Sep 2023),['none'],Industrial Engineering and Engineering at Islamic University of Indonesia (Jul 2024 to Jul 2027)  | High School Diploma Business Administration and Management at Universidad Autónoma de la Ciudad de México (Jan 2016 to Dec 2019),Yes,3.92
Candidate 165,Bdr at CloudKitchens (Oct 2021 to Oct 2023)  | Bdr at Lamudi México (Feb 2021 to Feb 2022)  | Bdr at DoctoraliaMX (Aug 2018 to Jul 2020)  | Product Expert Kielh at L'Oréal (Apr 2017 to Nov 2017),['none'],"Ciclo Formativo De Grado Superior, Ciencia De Datos at DEV.F (Jan 2023 to Aug 2024)  | Diploma Matemáticas Y Estadística at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2019)  |  Biología, Biología Molecular at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2022)",Yes,5.5
Candidate 166,Senior Lead at WeWork LATAM (May 2024 to N/A)  | Sales Development Senior Associate at WeWork LATAM (Oct 2022 to May 2024)  | Customer Care Coordinator at EF Education First (Apr 2021 to Mar 2022)  | Front Desk Receptionist at Central Hoteles (Mar 2020 to Jun 2020)  | Human Resources Trainee at Rosewood Mayakoba (Jul 2018 to Jan 2019)  | Front Desk Associate at Regus (Jun 2016 to Nov 2016),['none'],"Administracion Internacional De Empresas De La Hospitalidad, Administración/ Gestión Hotelera at Universidad del Valle de México (Jan 2015 to Jan 2019)",Yes,4.25
Candidate 167,Lead Generation Analyst at Listopro (Dec 2022 to N/A)  | Sales Development Representative at Linked Ai (Jun 2022 to Jun 2023)  | Customer Pathfinder at La Haus (Aug 2021 to May 2022),['none'],"Administracion De Empresas, Administracion De Empresas at Saint Thomas Aquinas University (Jan 2020 to Jan 2024)  |  Business at Makers Fellowship (N/A to Jan 2023)",Yes,3.75
